pais;tipo_dato;gastos_duracion;periodo;total
Italia;Acumulado en lo que va de año;Gasto medio por persona;2019-01-01;743
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-12-01;767
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-11-01;773
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-10-01;780
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-09-01;783
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-08-01;781
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-07-01;735
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-06-01;693
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-05-01;685
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-04-01;694
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-03-01;720
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-02-01;716
Italia;Acumulado en lo que va de año;Gasto medio por persona;2018-01-01;699
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-12-01;768
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-11-01;769
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-10-01;774
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-09-01;771
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-08-01;772
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-07-01;721
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-06-01;687
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-05-01;674
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-04-01;684
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-03-01;696
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-02-01;716
Italia;Acumulado en lo que va de año;Gasto medio por persona;2017-01-01;689
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-12-01;762
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-11-01;759
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-10-01;765
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-09-01;767
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-08-01;760
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-07-01;705
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-06-01;672
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-05-01;668
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-04-01;674
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-03-01;701
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-02-01;678
Italia;Acumulado en lo que va de año;Gasto medio por persona;2016-01-01;670
Italia;Acumulado en lo que va de año;Gasto medio por persona;2015-12-01;""
Italia;Acumulado en lo que va de año;Gasto medio por persona;2015-11-01;""
Italia;Acumulado en lo que va de año;Gasto medio por persona;2015-10-01;770
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2025-02-01;141
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2025-01-01;138
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-12-01;150
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-11-01;156
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-10-01;156
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-09-01;159
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-08-01;159
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-07-01;153
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-06-01;149
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-05-01;150
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-04-01;141
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-03-01;137
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-02-01;134
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2024-01-01;136
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-12-01;144
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-11-01;149
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-10-01;150
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-09-01;150
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-08-01;148
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-07-01;144
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-06-01;142
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-05-01;140
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-04-01;137
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-03-01;132
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-02-01;126
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2023-01-01;130
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-12-01;136
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-11-01;139
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-10-01;139
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-09-01;139
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-08-01;139
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-07-01;135
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-06-01;132
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-05-01;128
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-04-01;121
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-03-01;116
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-02-01;106
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2022-01-01;108
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-12-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-11-01;129
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-10-01;128
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-09-01;128
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-08-01;129
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-07-01;128
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-06-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-05-01;126
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-04-01;123
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-03-01;113
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-02-01;109
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2021-01-01;109
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-12-01;120
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-11-01;122
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-10-01;122
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-09-01;122
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-08-01;124
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-07-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-06-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-05-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-04-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-03-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-02-01;124
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2020-01-01;119
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-12-01;130
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-11-01;131
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-10-01;131
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-09-01;131
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-08-01;132
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-07-01;130
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-06-01;127
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-05-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-04-01;123
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-03-01;121
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-02-01;112
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2019-01-01;118
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-12-01;127
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-11-01;127
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-10-01;127
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-09-01;127
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-08-01;129
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-07-01;125
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-06-01;122
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-05-01;119
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-04-01;116
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-03-01;109
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-02-01;108
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2018-01-01;107
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-12-01;117
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-11-01;118
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-10-01;118
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-09-01;119
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-08-01;120
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-07-01;118
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-06-01;117
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-05-01;117
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-04-01;115
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-03-01;112
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-02-01;113
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2017-01-01;116
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-12-01;109
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-11-01;111
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-10-01;112
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-09-01;114
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-08-01;114
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-07-01;112
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-06-01;112
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-05-01;110
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-04-01;108
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-03-01;103
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-02-01;101
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2016-01-01;101
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2015-12-01;""
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2015-11-01;""
Italia;Acumulado en lo que va de año;Gasto medio diario por persona;2015-10-01;110
Italia;Acumulado en lo que va de año;Duración media de los viajes;2025-02-01;6.32
Italia;Acumulado en lo que va de año;Duración media de los viajes;2025-01-01;6.02
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-12-01;6.18
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-11-01;5.89
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-10-01;5.88
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-09-01;5.79
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-08-01;5.83
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-07-01;5.75
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-06-01;5.7
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-05-01;5.65
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-04-01;6.06
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-03-01;6.41
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-02-01;6.65
Italia;Acumulado en lo que va de año;Duración media de los viajes;2024-01-01;6.18
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-12-01;6.17
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-11-01;5.89
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-10-01;5.83
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-09-01;5.81
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-08-01;5.9
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-07-01;5.68
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-06-01;5.56
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-05-01;5.57
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-04-01;5.82
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-03-01;6.07
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-02-01;6.37
Italia;Acumulado en lo que va de año;Duración media de los viajes;2023-01-01;5.92
Italia;Acumulado en lo que va de año;Duración media de los viajes;2022-12-01;6.48
Italia;Acumulado en lo que va de año;Duración media de los viajes;2022-11-01;6.27
